Order ID,Order Date,CustomerName,State,City,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode
B-25950,13 January 2018,Shruti,Madhya Pradesh,Indore,1622,95,5,Electronics,Printers,Credit Card
B-25744,08 August 2018,Devendra,Andhra Pradesh,Hyderabad,373,254,6,Electronics,Printers,UPI
B-26022,18 February 2018,Shrichand,Punjab,Chandigarh,1824,1303,8,Electronics,Phones,Credit Card
B-25845,03 November 2018,Snel,Kerala,Thiruvananthapuram,757,371,2,Electronics,Printers,Credit Card
B-25842,02 November 2018,Sheetal,Maharashtra,Pune,1543,370,8,Electronics,Printers,Credit Card
B-25778,11 September 2018,Surabhi,Maharashtra,Mumbai,1506,-266,6,Electronics,Printers,Credit Card
B-25909,13 December 2018,Sujay,Maharashtra,Pune,1622,-448,3,Electronics,Phones,EMI
B-26097,28 March 2018,Vini,Karnataka,Bangalore,663,-212,5,Electronics,Printers,UPI
B-25729,22 July 2018,Madhulika,Madhya Pradesh,Bhopal,1549,-439,4,Electronics,Phones,Credit Card
B-25943,09 January 2018,Shardul,Gujarat,Ahmedabad,1547,340,6,Electronics,Accessories,EMI
B-25772,02 September 2018,Sanjana,Bihar,Patna,1183,106,4,Electronics,Printers,EMI
B-26051,07 March 2018,Parishi,West Bengal,Kolkata,1337,147,7,Electronics,Printers,Credit Card
B-26051,07 March 2018,Parishi,West Bengal,Kolkata,490,88,2,Electronics,Accessories,EMI
B-25653,08 May 2018,Farah,Nagaland,Kohima,1279,-640,8,Electronics,Printers,EMI
B-25653,08 May 2018,Farah,Nagaland,Kohima,668,-31,3,Electronics,Printers,Credit Card
B-25810,10 October 2018,Nripraj,Punjab,Chandigarh,307,74,3,Electronics,Accessories,EMI
B-25855,08 November 2018,Abhijeet,Madhya Pradesh,Bhopal,829,19,4,Electronics,Printers,Credit Card
B-25762,26 August 2018,Anudeep,Madhya Pradesh,Indore,1316,527,7,Electronics,Electronic Games,Credit Card
B-26006,09 February 2018,Arpita,Karnataka,Bangalore,1301,573,5,Electronics,Accessories,Credit Card
B-25697,22 June 2018,Vijay,Jammu and Kashmir,Kashmir,1300,-16,8,Electronics,Printers,Credit Card
B-25836,29 October 2018,Arti,Maharashtra,Pune,1298,65,9,Electronics,Printers,EMI
B-25873,23 November 2018,Divyeta,Madhya Pradesh,Indore,1275,357,2,Electronics,Phones,UPI
B-25760,24 August 2018,Pooja,Goa,Goa,322,-193,5,Electronics,Printers,UPI
B-25925,29 December 2018,Shruti,Maharashtra,Mumbai,314,-41,3,Electronics,Electronic Games,Credit Card
B-25777,10 September 2018,Aditi,Madhya Pradesh,Indore,1076,-38,4,Electronics,Printers,Credit Card
B-25730,22 July 2018,Rishabh,Rajasthan,Jaipur,1145,-706,3,Electronics,Phones,Credit Card
B-26067,16 March 2018,Tulika,Madhya Pradesh,Bhopal,1137,-14,7,Electronics,Printers,EMI
B-25728,22 July 2018,Ameesha,Maharashtra,Pune,1055,264,4,Electronics,Printers,EMI
B-25728,22 July 2018,Ameesha,Maharashtra,Pune,771,-424,2,Electronics,Phones,Credit Card
B-25693,18 June 2018,Parna,Madhya Pradesh,Bhopal,68,-30,1,Electronics,Phones,UPI
B-25657,13 May 2018,Tulika,Madhya Pradesh,Bhopal,1021,-48,4,Electronics,Electronic Games,EMI
B-25704,29 June 2018,Riya,Maharashtra,Mumbai,126,-63,3,Electronics,Accessories,UPI
B-25664,20 May 2018,Pratyusmita,Bihar,Patna,444,-200,4,Electronics,Phones,EMI
B-25803,05 October 2018,Shivanshu,Madhya Pradesh,Indore,757,371,2,Electronics,Printers,Credit Card
B-25897,06 December 2018,Rohan,Madhya Pradesh,Indore,734,213,6,Electronics,Electronic Games,Credit Card
B-26000,06 February 2018,Shubham,Delhi,Delhi,676,151,3,Electronics,Printers,Credit Card
B-25848,03 November 2018,Rohan,Himachal Pradesh,Simla,648,50,6,Electronics,Electronic Games,Credit Card
B-25942,08 January 2018,Ankur,Andhra Pradesh,Hyderabad,646,-23,2,Electronics,Printers,Credit Card
B-25857,10 November 2018,Anand,Madhya Pradesh,Indore,324,39,8,Electronics,Accessories,Credit Card
B-25698,23 June 2018,Amisha,Tamil Nadu,Chennai,65,-16,2,Electronics,Phones,Debit Card
B-26035,23 February 2018,Pinky,Jammu and Kashmir,Kashmir,520,151,3,Electronics,Phones,Credit Card
B-25966,21 January 2018,Soumya,Rajasthan,Udaipur,510,234,6,Electronics,Electronic Games,EMI
B-26087,26 March 2018,Vandana,Himachal Pradesh,Simla,311,40,1,Electronics,Electronic Games,EMI
B-26050,06 March 2018,Paridhi,Rajasthan,Jaipur,487,143,4,Electronics,Phones,EMI
B-25741,03 August 2018,Navdeep,Madhya Pradesh,Indore,482,-6,7,Electronics,Electronic Games,EMI
B-26096,28 March 2018,Atharv,West Bengal,Kolkata,451,25,3,Electronics,Phones,EMI
B-25654,10 May 2018,Sabah,Maharashtra,Mumbai,269,-86,2,Electronics,Electronic Games,EMI
B-26016,14 February 2018,Hazel,Karnataka,Bangalore,429,61,3,Electronics,Electronic Games,Credit Card
B-25989,01 February 2018,Anjali,Delhi,Delhi,42,15,1,Electronics,Accessories,UPI
B-25621,20 April 2018,Deepak,Madhya Pradesh,Bhopal,228,63,3,Electronics,Electronic Games,Credit Card
B-26020,16 February 2018,Yogesh,Bihar,Patna,319,102,6,Electronics,Accessories,Credit Card
B-25767,31 August 2018,Ashmeet,West Bengal,Kolkata,299,-28,3,Electronics,Electronic Games,UPI
B-25767,31 August 2018,Ashmeet,West Bengal,Kolkata,74,-59,2,Electronics,Accessories,Debit Card
B-25795,24 September 2018,Sukant,Sikkim,Gangtok,276,-21,2,Electronics,Phones,EMI
B-25610,09 April 2018,Yogesh,Bihar,Patna,68,-55,5,Electronics,Accessories,UPI
B-26061,14 March 2018,Anurag,Madhya Pradesh,Indore,206,12,1,Electronics,Printers,Credit Card
B-25927,31 December 2018,Shreya,Uttar Pradesh,Lucknow,200,7,4,Electronics,Electronic Games,Credit Card
B-25620,20 April 2018,Sarita,Maharashtra,Pune,193,46,1,Electronics,Printers,Credit Card
B-25712,07 July 2018,Adhvaita,Rajasthan,Jaipur,193,-275,3,Electronics,Phones,Credit Card
B-25601,01 April 2018,Bharat,Gujarat,Ahmedabad,80,-56,4,Electronics,Electronic Games,UPI
B-25953,14 January 2018,Krutika,Andhra Pradesh,Hyderabad,188,-193,2,Electronics,Electronic Games,Credit Card
B-25730,22 July 2018,Rishabh,Rajasthan,Jaipur,187,30,4,Electronics,Accessories,Credit Card
B-25662,17 May 2018,Sweta,Maharashtra,Mumbai,86,-21,1,Electronics,Electronic Games,UPI
B-25602,01 April 2018,Vrinda,Maharashtra,Pune,168,-111,2,Electronics,Phones,EMI
B-26050,06 March 2018,Paridhi,Rajasthan,Jaipur,166,27,2,Electronics,Accessories,EMI
B-25751,14 August 2018,Nishant,Maharashtra,Mumbai,106,0,2,Electronics,Phones,EMI
B-25734,29 July 2018,Pranav,Madhya Pradesh,Indore,108,-19,3,Electronics,Electronic Games,UPI
B-25954,14 January 2018,Trupti,Gujarat,Ahmedabad,148,9,1,Electronics,Electronic Games,UPI
B-25697,22 June 2018,Vijay,Jammu and Kashmir,Kashmir,114,8,3,Electronics,Accessories,Debit Card
B-26028,20 February 2018,Manju,Andhra Pradesh,Hyderabad,115,0,1,Electronics,Accessories,Debit Card
B-25954,14 January 2018,Trupti,Gujarat,Ahmedabad,146,66,1,Electronics,Phones,UPI
B-25928,01 January 2018,Smriti,Bihar,Patna,122,15,3,Electronics,Accessories,EMI
B-26083,24 March 2018,Yogesh,Bihar,Patna,143,6,2,Electronics,Accessories,UPI
B-25849,04 November 2018,K,Sikkim,Gangtok,336,123,3,Electronics,Phones,UPI
B-25909,13 December 2018,Sujay,Maharashtra,Pune,323,122,5,Electronics,Phones,UPI
B-25780,13 September 2018,Teena,Andhra Pradesh,Hyderabad,137,-41,3,Electronics,Phones,Debit Card
B-25939,05 January 2018,Vineet,Sikkim,Gangtok,136,41,3,Electronics,Accessories,UPI
B-26016,14 February 2018,Hazel,Karnataka,Bangalore,134,-13,3,Electronics,Electronic Games,UPI
B-25645,01 May 2018,Yaanvi,Madhya Pradesh,Indore,133,-42,1,Electronics,Printers,UPI
B-25808,08 October 2018,Apsingekar,Bihar,Patna,146,-63,3,Electronics,Electronic Games,Debit Card
B-25946,12 January 2018,Saurabh,Andhra Pradesh,Hyderabad,146,7,2,Electronics,Phones,Debit Card
B-25953,14 January 2018,Krutika,Andhra Pradesh,Hyderabad,116,22,1,Electronics,Accessories,Credit Card
B-25665,21 May 2018,Chayanika,Kerala,Thiruvananthapuram,166,-113,4,Electronics,Accessories,EMI
B-25993,03 February 2018,Madhav,Delhi,Delhi,173,86,1,Electronics,Printers,Debit Card
B-25653,08 May 2018,Farah,Nagaland,Kohima,168,-10,3,Electronics,Accessories,UPI
B-25868,18 November 2018,Vikash,Goa,Goa,170,73,2,Electronics,Accessories,UPI
B-25614,13 April 2018,Vandana,Himachal Pradesh,Simla,98,-12,2,Electronics,Electronic Games,Credit Card
B-25748,12 August 2018,Nitant,Rajasthan,Jaipur,224,58,3,Electronics,Phones,UPI
B-25959,18 January 2018,Muskan,Madhya Pradesh,Indore,252,56,2,Electronics,Phones,UPI
B-25970,22 January 2018,Rhea,Maharashtra,Mumbai,203,84,2,Electronics,Printers,UPI
B-26053,09 March 2018,Kirti,Jammu and Kashmir,Kashmir,93,31,3,Electronics,Accessories,UPI
B-26030,21 February 2018,Sarita,Maharashtra,Pune,221,35,4,Electronics,Accessories,Debit Card
B-25653,08 May 2018,Farah,Nagaland,Kohima,227,102,8,Electronics,Accessories,Debit Card
B-25947,13 January 2018,Chetan,Gujarat,Ahmedabad,207,33,2,Electronics,Accessories,UPI
B-25773,06 September 2018,Shreya,Kerala,Thiruvananthapuram,209,-21,2,Electronics,Electronic Games,UPI
B-25951,13 January 2018,Jesal,West Bengal,Kolkata,248,105,2,Electronics,Phones,Debit Card
B-25664,20 May 2018,Pratyusmita,Bihar,Patna,258,-27,2,Electronics,Phones,Debit Card
B-25754,18 August 2018,Akshay,Bihar,Patna,262,215,2,Electronics,Printers,Debit Card
B-25919,23 December 2018,Neha,Rajasthan,Udaipur,1599,37,6,Electronics,Electronic Games,UPI
B-26098,29 March 2018,Pinky,Jammu and Kashmir,Kashmir,82,8,3,Electronics,Accessories,EMI
B-25761,25 August 2018,Madhav,Uttar Pradesh,Mathura,263,-31,9,Electronics,Electronic Games,Debit Card
B-25683,08 June 2018,Shreya,Kerala,Thiruvananthapuram,245,-3,4,Electronics,Phones,UPI
B-25643,29 April 2018,Kirti,Jammu and Kashmir,Kashmir,263,-63,2,Electronics,Electronic Games,Debit Card
B-25650,06 May 2018,Chirag,Maharashtra,Mumbai,245,-78,2,Electronics,Printers,UPI
B-25999,05 February 2018,Diwakar,Delhi,Delhi,129,11,2,Electronics,Phones,UPI
B-25921,25 December 2018,Sandra,Punjab,Amritsar,71,-44,5,Electronics,Accessories,UPI
B-25663,19 May 2018,Pournamasi,Madhya Pradesh,Indore,294,138,2,Electronics,Printers,Debit Card
B-25677,02 June 2018,Ekta,West Bengal,Kolkata,20,-2,1,Electronics,Accessories,UPI
B-25617,17 April 2018,Sagar,Nagaland,Kohima,305,-270,5,Electronics,Electronic Games,Debit Card
B-25681,04 June 2018,Bhawna,Madhya Pradesh,Indore,68,-27,3,Electronics,Accessories,UPI
B-25852,07 November 2018,Soumyabrata,Andhra Pradesh,Hyderabad,320,144,1,Electronics,Printers,Debit Card
B-25804,05 October 2018,Sudheer,Karnataka,Bangalore,321,26,3,Electronics,Printers,Debit Card
B-25761,25 August 2018,Madhav,Uttar Pradesh,Mathura,328,-15,3,Electronics,Electronic Games,Debit Card
B-25868,18 November 2018,Vikash,Goa,Goa,62,-1,1,Electronics,Phones,UPI
B-25777,10 September 2018,Aditi,Madhya Pradesh,Indore,61,-25,4,Electronics,Accessories,UPI
B-25893,04 December 2018,Vrinda,Uttar Pradesh,Mathura,372,59,3,Electronics,Printers,UPI
B-26035,23 February 2018,Pinky,Jammu and Kashmir,Kashmir,369,15,3,Electronics,Electronic Games,Debit Card
B-26056,10 March 2018,Sonal,Bihar,Patna,391,90,6,Electronics,Phones,Debit Card
B-25715,10 July 2018,Srishti,Jammu and Kashmir,Kashmir,416,137,3,Electronics,Phones,Debit Card
B-25873,23 November 2018,Divyeta,Madhya Pradesh,Indore,367,73,3,Electronics,Electronic Games,UPI
B-25683,08 June 2018,Shreya,Kerala,Thiruvananthapuram,433,26,3,Electronics,Printers,Debit Card
B-25939,05 January 2018,Vineet,Sikkim,Gangtok,469,33,4,Electronics,Electronic Games,Debit Card
B-25956,17 January 2018,Shreya,Maharashtra,Mumbai,474,56,4,Electronics,Phones,Debit Card
B-25923,27 December 2018,Gopal,Maharashtra,Mumbai,484,28,3,Electronics,Printers,Debit Card
B-25986,31 January 2018,Shweta,Rajasthan,Udaipur,487,-23,3,Electronics,Printers,Debit Card
B-26061,14 March 2018,Anurag,Madhya Pradesh,Indore,508,203,2,Electronics,Accessories,Debit Card
B-25954,14 January 2018,Trupti,Gujarat,Ahmedabad,524,-25,2,Electronics,Electronic Games,Debit Card
B-26034,23 February 2018,Vini,Karnataka,Bangalore,425,183,5,Electronics,Accessories,UPI
B-25855,08 November 2018,Abhijeet,Madhya Pradesh,Bhopal,442,31,2,Electronics,Electronic Games,UPI
B-25685,10 June 2018,Sheetal,Madhya Pradesh,Indore,529,137,3,Electronics,Phones,Debit Card
B-25951,13 January 2018,Jesal,West Bengal,Kolkata,40,18,1,Electronics,Accessories,Credit Card
B-25751,14 August 2018,Nishant,Maharashtra,Mumbai,534,5,2,Electronics,Electronic Games,Debit Card
B-25657,13 May 2018,Tulika,Madhya Pradesh,Bhopal,332,-43,6,Electronics,Phones,UPI
B-26054,10 March 2018,Mayank,Maharashtra,Mumbai,559,-174,2,Electronics,Electronic Games,Debit Card
B-25853,08 November 2018,Gaurav,Gujarat,Ahmedabad,579,139,3,Electronics,Printers,Debit Card
B-26051,07 March 2018,Parishi,West Bengal,Kolkata,600,-102,5,Electronics,Electronic Games,Debit Card
B-25656,11 May 2018,Priyanka,Maharashtra,Pune,624,37,2,Electronics,Electronic Games,Debit Card
B-25781,14 September 2018,Rutuja,Gujarat,Ahmedabad,584,-444,7,Electronics,Printers,UPI
B-25919,23 December 2018,Neha,Rajasthan,Udaipur,636,-204,2,Electronics,Printers,Debit Card
B-25959,18 January 2018,Muskan,Madhya Pradesh,Indore,637,212,8,Electronics,Phones,Debit Card
B-25756,20 August 2018,Mohan,Maharashtra,Mumbai,643,-45,2,Electronics,Printers,Debit Card
B-25802,05 October 2018,Yash,Maharashtra,Mumbai,633,-633,11,Electronics,Accessories,UPI
B-25696,21 June 2018,Noopur,Karnataka,Bangalore,887,80,3,Electronics,Printers,UPI
B-25796,24 September 2018,Sukrith,Maharashtra,Mumbai,28,1,1,Electronics,Accessories,UPI
B-25893,04 December 2018,Vrinda,Uttar Pradesh,Mathura,688,-103,6,Electronics,Accessories,Debit Card
B-25969,21 January 2018,Shreyshi,Gujarat,Surat,720,43,2,Electronics,Printers,UPI
B-25778,11 September 2018,Surabhi,Maharashtra,Mumbai,724,-447,4,Electronics,Electronic Games,UPI
B-25764,28 August 2018,Sanjova,Maharashtra,Pune,765,-153,2,Electronics,Phones,Debit Card
B-25817,13 October 2018,Praneet,Maharashtra,Mumbai,743,89,5,Electronics,Printers,UPI
B-25610,09 April 2018,Yogesh,Bihar,Patna,781,594,6,Electronics,Printers,Debit Card
B-25664,20 May 2018,Pratyusmita,Bihar,Patna,785,52,2,Electronics,Phones,Debit Card
B-25645,01 May 2018,Yaanvi,Madhya Pradesh,Indore,183,-66,5,Electronics,Phones,UPI
B-26093,27 March 2018,Sarita,Maharashtra,Pune,492,187,2,Electronics,Accessories,UPI
B-25638,26 April 2018,Parth,Maharashtra,Pune,816,-96,3,Electronics,Printers,Debit Card
B-25968,21 January 2018,Paromita,Punjab,Amritsar,811,154,7,Electronics,Accessories,UPI
B-26099,30 March 2018,Bhishm,Maharashtra,Mumbai,835,267,5,Electronics,Phones,Debit Card
B-25825,21 October 2018,Kartik,Madhya Pradesh,Indore,911,355,5,Electronics,Phones,Debit Card
B-25952,13 January 2018,Priyanka,Madhya Pradesh,Indore,935,114,4,Electronics,Electronic Games,UPI
B-25955,16 January 2018,Shiva,Maharashtra,Pune,954,95,3,Electronics,Printers,UPI
B-25838,29 October 2018,Sanjana,Madhya Pradesh,Indore,955,305,3,Electronics,Printers,Debit Card
B-25667,23 May 2018,Anjali,Haryana,Chandigarh,1030,206,8,Electronics,Printers,UPI
B-25633,26 April 2018,Amit,Sikkim,Gangtok,249,-130,4,Electronics,Phones,UPI
B-25964,20 January 2018,Oshin,Maharashtra,Pune,1270,546,11,Electronics,Electronic Games,EMI
B-26055,10 March 2018,Harivansh,Uttar Pradesh,Mathura,1250,-12,2,Electronics,Printers,EMI
B-26073,21 March 2018,Pournamasi,Madhya Pradesh,Indore,1514,742,4,Electronics,Printers,EMI
B-25823,18 October 2018,Rohan,Maharashtra,Mumbai,2103,322,8,Electronics,Electronic Games,UPI
B-25830,26 October 2018,Aastha,Himachal Pradesh,Simla,1063,64,7,Electronics,Phones,EMI
B-25978,27 January 2018,Parin,Maharashtra,Mumbai,1063,-175,4,Electronics,Electronic Games,EMI
B-25858,13 November 2018,Uudhav,Maharashtra,Mumbai,2457,665,11,Electronics,Electronic Games,EMI
B-25955,16 January 2018,Shiva,Maharashtra,Pune,294,62,9,Clothing,T-shirt,EMI
B-25810,10 October 2018,Nripraj,Punjab,Chandigarh,1120,199,6,Clothing,Saree,EMI
B-25839,30 October 2018,Pranjali,West Bengal,Kolkata,1250,486,7,Clothing,Saree,EMI
B-26067,16 March 2018,Tulika,Madhya Pradesh,Bhopal,1120,199,6,Clothing,Saree,EMI
B-25850,05 November 2018,Abhishek,Goa,Goa,485,199,4,Clothing,Saree,EMI
B-25650,06 May 2018,Chirag,Maharashtra,Mumbai,269,111,3,Clothing,Trousers,EMI
B-25803,05 October 2018,Shivanshu,Madhya Pradesh,Indore,765,8,6,Clothing,Saree,EMI
B-25840,31 October 2018,Sneha,Karnataka,Bangalore,262,64,6,Clothing,Saree,EMI
B-26002,08 February 2018,Harsh,Delhi,Delhi,276,52,5,Clothing,Saree,EMI
B-26037,23 February 2018,Hitika,Madhya Pradesh,Indore,171,68,7,Clothing,Stole,EMI
B-25958,18 January 2018,Aparajita,West Bengal,Kolkata,105,25,2,Clothing,Hankerchief,EMI
B-25934,04 January 2018,Rahul,Madhya Pradesh,Indore,105,33,6,Clothing,Saree,EMI
B-25623,22 April 2018,Atharv,West Bengal,Kolkata,158,69,3,Clothing,Stole,EMI
B-25804,05 October 2018,Sudheer,Karnataka,Bangalore,156,36,5,Clothing,T-shirt,EMI
B-25610,09 April 2018,Yogesh,Bihar,Patna,107,-54,4,Clothing,Stole,EMI
B-25835,29 October 2018,Moumita,Gujarat,Ahmedabad,155,26,3,Clothing,Stole,EMI
B-25949,13 January 2018,Shantanu,Maharashtra,Mumbai,151,9,3,Clothing,Hankerchief,EMI
B-25930,03 January 2018,Monica,Punjab,Chandigarh,151,29,5,Clothing,Hankerchief,EMI
B-25655,11 May 2018,Nida,Madhya Pradesh,Indore,110,-68,4,Clothing,Saree,EMI
B-25893,04 December 2018,Vrinda,Uttar Pradesh,Mathura,149,15,3,Clothing,Saree,EMI
B-26052,08 March 2018,Ajay,Karnataka,Bangalore,148,23,4,Clothing,Kurti,EMI
B-25814,10 October 2018,Swapnil,Madhya Pradesh,Indore,118,35,7,Clothing,T-shirt,EMI
B-26087,26 March 2018,Vandana,Himachal Pradesh,Simla,119,56,7,Clothing,Saree,EMI
B-25862,15 November 2018,Amol,Bihar,Patna,121,41,4,Clothing,Stole,EMI
B-25914,18 December 2018,Kajal,Delhi,Delhi,125,22,3,Clothing,Stole,EMI
B-26076,21 March 2018,Jahan,Madhya Pradesh,Bhopal,133,46,5,Clothing,Shirt,EMI
B-25648,04 May 2018,Aditya,Punjab,Chandigarh,130,-41,4,Clothing,Saree,EMI
B-25910,14 December 2018,Jay,Delhi,Delhi,125,15,5,Clothing,Shirt,EMI
B-25640,27 April 2018,Paridhi,Rajasthan,Jaipur,122,-47,4,Clothing,Saree,EMI
B-26025,19 February 2018,Bhavna,Sikkim,Gangtok,155,5,3,Clothing,Stole,EMI
B-25950,13 January 2018,Shruti,Madhya Pradesh,Indore,158,-29,10,Clothing,Hankerchief,EMI
B-26091,27 March 2018,Manju,Andhra Pradesh,Hyderabad,158,69,3,Clothing,Stole,EMI
B-25611,11 April 2018,Anita,Kerala,Thiruvananthapuram,160,-59,2,Clothing,Saree,EMI
B-25694,18 June 2018,Subhasmita,Rajasthan,Jaipur,167,43,7,Clothing,T-shirt,EMI
B-25603,03 April 2018,Jahan,Madhya Pradesh,Bhopal,193,-166,3,Clothing,Saree,EMI
B-25964,20 January 2018,Oshin,Maharashtra,Pune,199,0,4,Clothing,Stole,EMI
B-25930,03 January 2018,Monica,Punjab,Chandigarh,202,89,9,Clothing,T-shirt,EMI
B-25903,10 December 2018,Amlan,Madhya Pradesh,Indore,204,-94,4,Clothing,Hankerchief,EMI
B-25887,01 December 2018,Vishakha,Uttar Pradesh,Prayagraj,83,6,6,Clothing,Shirt,EMI
B-25979,27 January 2018,Shivangi,Madhya Pradesh,Indore,82,-27,3,Clothing,Kurti,EMI
B-25693,18 June 2018,Parna,Madhya Pradesh,Bhopal,82,-39,5,Clothing,T-shirt,EMI
B-25959,18 January 2018,Muskan,Madhya Pradesh,Indore,82,24,6,Clothing,Hankerchief,EMI
B-26093,27 March 2018,Sarita,Maharashtra,Pune,81,-41,5,Clothing,Leggings,EMI
B-25708,01 July 2018,Kishwar,Madhya Pradesh,Indore,81,-51,7,Clothing,Stole,EMI
B-25862,15 November 2018,Amol,Bihar,Patna,80,3,3,Clothing,Stole,EMI
B-26090,27 March 2018,Sagar,Nagaland,Kohima,80,22,3,Clothing,Stole,EMI
B-25916,20 December 2018,Utkarsh,Gujarat,Surat,80,-26,9,Clothing,Skirt,EMI
B-25796,24 September 2018,Sukrith,Maharashtra,Mumbai,78,-64,7,Clothing,Stole,EMI
B-26028,20 February 2018,Manju,Andhra Pradesh,Hyderabad,77,36,2,Clothing,Shirt,EMI
B-25605,05 April 2018,Kasheen,West Bengal,Kolkata,75,0,7,Clothing,Saree,EMI
B-25702,27 June 2018,Shaily,Maharashtra,Mumbai,75,0,3,Clothing,Shirt,EMI
B-25856,10 November 2018,Abhijeet,Maharashtra,Mumbai,74,29,3,Clothing,Stole,EMI
B-25851,06 November 2018,Kushal,Nagaland,Kohima,53,24,6,Clothing,Hankerchief,EMI
B-25983,30 January 2018,Atul,Delhi,Delhi,50,-4,6,Clothing,T-shirt,EMI
B-25852,07 November 2018,Soumyabrata,Andhra Pradesh,Hyderabad,50,16,1,Clothing,Stole,EMI
B-25861,15 November 2018,Aayush,Uttar Pradesh,Lucknow,50,3,2,Clothing,Stole,EMI
B-25767,31 August 2018,Ashmeet,West Bengal,Kolkata,48,-22,2,Clothing,Saree,EMI
B-25799,01 October 2018,Divyansh,Gujarat,Ahmedabad,47,-27,4,Clothing,Saree,EMI
B-25955,16 January 2018,Shiva,Maharashtra,Pune,45,8,4,Clothing,Skirt,EMI
B-25738,02 August 2018,Ayush,Punjab,Chandigarh,1069,0,6,Clothing,Saree,EMI
B-25676,01 June 2018,Chandni,Rajasthan,Jaipur,1263,-56,5,Clothing,Trousers,EMI
B-25793,24 September 2018,Siddharth,Madhya Pradesh,Indore,1402,109,11,Clothing,Saree,EMI
B-25768,01 September 2018,Shreyoshe,Karnataka,Bangalore,1582,-443,6,Clothing,Trousers,EMI
B-25877,24 November 2018,Dashyam,Gujarat,Surat,1137,568,2,Clothing,Trousers,EMI
B-25757,21 August 2018,Vishakha,Madhya Pradesh,Indore,3151,-35,7,Clothing,Trousers,EMI
B-25881,25 November 2018,Lalita,Uttar Pradesh,Mathura,2244,247,4,Clothing,Trousers,Credit Card
B-25910,14 December 2018,Jay,Delhi,Delhi,259,47,5,Clothing,Hankerchief,Credit Card
B-25950,13 January 2018,Shruti,Madhya Pradesh,Indore,261,13,6,Clothing,Shirt,Credit Card
B-25755,19 August 2018,Shourya,Kerala,Thiruvananthapuram,1709,564,3,Clothing,Trousers,Credit Card
B-25778,11 September 2018,Surabhi,Maharashtra,Mumbai,933,166,5,Clothing,Saree,Credit Card
B-25613,12 April 2018,Mohan,Haryana,Chandigarh,1603,0,9,Clothing,Saree,Credit Card
B-25717,12 July 2018,Manshul,Uttar Pradesh,Lucknow,561,212,3,Clothing,Saree,Credit Card
B-26085,26 March 2018,Shrichand,Punjab,Chandigarh,1487,624,3,Clothing,Trousers,Credit Card
B-26051,07 March 2018,Parishi,West Bengal,Kolkata,382,119,2,Clothing,Saree,Credit Card
B-25640,27 April 2018,Paridhi,Rajasthan,Jaipur,1499,239,13,Clothing,Saree,Credit Card
B-25714,09 July 2018,Stuti,Karnataka,Bangalore,340,20,7,Clothing,Shirt,Credit Card
B-25728,22 July 2018,Ameesha,Maharashtra,Pune,322,-113,4,Clothing,Saree,Credit Card
B-25753,17 August 2018,Shivam,Uttar Pradesh,Lucknow,341,-85,6,Clothing,Trousers,Credit Card
B-25870,20 November 2018,Pranav,Andhra Pradesh,Hyderabad,845,84,7,Clothing,Saree,Credit Card
B-25885,28 November 2018,Shatayu,Madhya Pradesh,Indore,349,0,7,Clothing,Stole,Credit Card
B-25893,04 December 2018,Vrinda,Uttar Pradesh,Mathura,355,-114,7,Clothing,Stole,Credit Card
B-25791,24 September 2018,Avish,Kerala,Thiruvananthapuram,565,66,7,Clothing,Saree,Credit Card
B-25642,28 April 2018,Ajay,Karnataka,Bangalore,434,26,11,Clothing,Shirt,Credit Card
B-25635,26 April 2018,Nidhi,Nagaland,Kohima,382,30,3,Clothing,Saree,Credit Card
B-26045,03 March 2018,Nidhi,Nagaland,Kohima,376,0,7,Clothing,Stole,Credit Card
B-25688,11 June 2018,Swetha,Madhya Pradesh,Indore,352,-345,5,Clothing,Saree,Credit Card
B-25875,24 November 2018,Divyeshkumar,Uttar Pradesh,Prayagraj,248,8,2,Clothing,Saree,Credit Card
B-25828,24 October 2018,Nikita,Punjab,Chandigarh,222,35,5,Clothing,Saree,Credit Card
B-25628,24 April 2018,Pooja,Bihar,Patna,219,-9,4,Clothing,Saree,Credit Card
B-25650,06 May 2018,Chirag,Maharashtra,Mumbai,211,-105,2,Clothing,Saree,Credit Card
B-25808,08 October 2018,Apsingekar,Bihar,Patna,210,-50,4,Clothing,Hankerchief,Credit Card
B-25698,23 June 2018,Amisha,Tamil Nadu,Chennai,207,153,3,Clothing,Saree,Credit Card
B-26008,09 February 2018,Kalyani,Tamil Nadu,Chennai,206,51,4,Clothing,Hankerchief,Credit Card
B-26008,09 February 2018,Kalyani,Tamil Nadu,Chennai,199,-1,1,Clothing,Saree,Credit Card
B-25985,31 January 2018,Ginny,Madhya Pradesh,Indore,197,20,4,Clothing,Kurti,Credit Card
B-26009,10 February 2018,Komal,Uttar Pradesh,Lucknow,195,12,9,Clothing,Shirt,Credit Card
B-25896,05 December 2018,Aman,Maharashtra,Mumbai,190,68,8,Clothing,T-shirt,Credit Card
B-25703,28 June 2018,Ekta,Madhya Pradesh,Indore,186,241,9,Clothing,Shirt,Credit Card
B-25803,05 October 2018,Shivanshu,Madhya Pradesh,Indore,185,48,4,Clothing,Stole,Credit Card
B-25977,27 January 2018,Aayushi,Gujarat,Surat,180,54,4,Clothing,T-shirt,Credit Card
B-26064,16 March 2018,Ankita,Maharashtra,Mumbai,122,38,6,Clothing,T-shirt,Credit Card
